336, 96, 337, 95, 358, 95, 359, 96, 359, 108, 357, 110, 356, 110, 355, 111, 354, 111, 352, 113, 351, 113, 350, 114, 349, 114, 348, 115, 347, 115, 346, 116, 343, 116, 338, 111, 338, 110, 337, 109, 337, 102, 336, 101, 
379, 93, 380, 92, 388, 92, 389, 93, 389, 109, 388, 110, 388, 111, 384, 115, 381, 115, 380, 114, 378, 114, 377, 113, 375, 113, 374, 112, 372, 112, 371, 111, 369, 111, 368, 110, 366, 110, 365, 109, 363, 109, 362, 108, 362, 104, 361, 103, 361, 95, 363, 93, 
360, 112, 361, 111, 362, 111, 363, 112, 364, 112, 365, 113, 368, 113, 369, 114, 370, 114, 371, 115, 373, 115, 374, 116, 376, 116, 377, 117, 379, 117, 380, 118, 382, 118, 383, 119, 383, 120, 384, 121, 384, 126, 383, 127, 378, 127, 376, 129, 374, 129, 373, 130, 372, 130, 371, 131, 370, 131, 369, 132, 368, 132, 367, 133, 366, 133, 365, 134, 364, 134, 363, 135, 362, 135, 361, 136, 360, 136, 359, 137, 353, 137, 345, 129, 345, 127, 344, 126, 344, 121, 343, 120, 344, 119, 347, 119, 348, 118, 349, 118, 350, 117, 351, 117, 352, 116, 353, 116, 354, 115, 355, 115, 357, 113, 358, 113, 359, 112, 
